Sentence,Emotion
ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,-1
heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn phí rồi thì thêm 1 lượt gắp,-1
quả cr7 mà kill đéo gì nhỉ,-1
cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không,-1
nhà nào nuôi nó mà ác thế,-1
mỗi lần quyết tâm bỏ mà lại thấy cười . đm đời,-1
con này tuổi gì với con nhái với con thằn lằn :))) per,-1
wtf nắng rồi mà @@,1
cái tội sờ mông người ta ??,-1
nhưng nó sẽ to và rộng ra :(,-1
tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,-1
ny tao đbh dỗi . chọc kiểu gì cũng không dỗi . đáng yêu vãi 😂,1
không phải thích của cải mà là thích ý chí của họ . đàn ông có chí tiến thủ bao giờ cũng quyến rũ,1
ước mơ là không cần học cũng giỏi,0
""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢",-1
quê tao mà   tao nhìn 1 cái là biết ngay,0
từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi,-1
per ai củng đi mà đem về như tao thì không cần phải có công nhân vệ sinh rồi,0
gớm quá . nhớ lại lúc còn đạp xe đi học cán qua mấy lũ nay kêu bốp bốp rợn hêt cả da gà da vịt 🤢🤢🤢🤢,-1
cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp nhận đau chân vậy,-1
mong là bố mẹ mình không đọc được tin này   sợ vãi,-1
sợ vãi,-1
đi cho vui chứ chả mua sắm gì :)))) người every where,1
thà biết rồi đau 1 lần cho tởn rồi thôi   chứ đừng để nỗi đau cứ day dẳn giằng xé mãi cả đời ☻,-1
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,-1
t nghe nói : đi tập gym sẽ có người yêu ...! awwww . điều đó không sai   điều đó là có thật 😂😂😂,1
per 2 con hay cap màn hình nhất thế giới   nói chuyện với nhau toàn cười ỉ 🙄🙄🙄,1
thực tế thì con gái sẽ gục ngã trước một người đàn ô hài hước hơn là điển trai,0
gáy sớm để làm gì cơ chứ haizz,-1
vậy bỏ tiền mua cái máy tính đó để chi ta ???,1
đẻ sao mà cu con đẹp quá vậy trời 😍,1
có bao giờ con sóng không xô vào bờ đâu em ....,0
húp trọn sàn nhà 😁😁😁,1
nguy hiểm lắm,-1
nhanh ghê mới đó đã 9 năm rồi 😢,-1
thế mà cô yến bị phạt có 5 triệu :v,-1
đó là động lực chứ không phải để đem ra so sánh ..,0
hòi nhỏ nhà ngoại bị rượt muốn chết   sợ tới giờ 😭😭,-1
à thì ra là như v =)))),1
muốn hun   muốn ngắt   muốn nhéo   muốn tán vào cái mặt nó ghê   yêu vãi ??????,1
con mèo đúng là cái đồ đáng ghét,-1
giờ tao mới nhớ tao đã từng :)),1
per chị rep khách hàng thế ấy hả 😞 bị bóc phốt rồi,-1
tao mà nhậu xong đi cái đường này xác định,0
cũng tên quỳnh nhưng 2 số phận thật khác nhau 😢( chỉ mong được 1 góc nhỏ xiu xíu của b ),-1
quan trọng là họ quảng cáo nói có đúng không . hay là được ít năm hỏng thì mệt,0
cũng may tao là một con đàn ông :)),1
các anh chị hãy nói với em đó chỉ là diễn xuất mà thôi . và tình yêu như vậy chỉ có trong tiểu thuyết mà thôi .,1
đó là đối với mấy đứa hay ảo tưởng mới nghĩ vậy thôi,-1
khi theo đuổi sự ưu tú   sự thành công sẽ theo đuổi bạn,0
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,1
cái gì cũng có 2 mặt của nó . làm việc phải nghe bằng 2 tai,0
vại mà có nhiều người quan niệm quá sai lầm về việc có bạn là con trai .,0
làm sao bằng chạy xe ôm với bán chổi được ..... nên đừng nói chuyện đến lương .,0
như đi hiến máu chẳng hạn :3   suýt thì được gặp :(,-1
per lại nhặng lên à . cảm thấy trong sạch thì cần gì nhặng lên thế,-1
vui chơi không an toàn gì cả,-1
rất ghét phim ấn nhưng phải nói phim này hay 👍,1
haiz nuôi được nuôi không thì thôi chứ nuôi mà để v coi được haizz,-1
nó quan tâm mày vì nó muốn mua chuộc mày để tán con bạn thân của mày,-1
per eo ôi làm nhớ hồi nhỏ đi học mẫu giáo quá :))),-1
per :v tại nhiều nơi đổ về nên đông lại càng đông . biết lối tắt thì còn đỡ chứ không thì mệt lắm,0
per sợ ghê bây .,-1
đây chính là lý do tao giảm cân toàn thất bại,-1
tao đi quài vẫn chưa gặp nhỉ 🙃,0
rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy,-1
đáng yêu quá mức,1
cô ngu như lợn 😒😒😒,-1
rốt cục mạnh quá nên nghĩ võ cũng chỉ tăng thêm độ ngầu thôi :))) chủ yếu đối với sai chỉ là một pha sử lý cồng kền :)),-1
chỉ 1 vãi nhỏ th mà niềm vui quá lớn < 3 ^^,1
cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅,1
chứ sao nữa   làm gì có chuyện người ta đỗ đúng mà lại gây tắc đường . chỉ có những người mắt hay bị ngứa cho rằng sẽ gây tắc đường thôi ạ,-1
còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((,-1
tin vui cho bà con nông dân chuân bi vào ngày gặt lúa sắp tới,1
em hết ngáo rồi nha =))),1
mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm   bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong  ,-1
khuôn mặt đáng thương,-1
cái loại lười lao động   vì những người hay lao động tay chân thì họ không bao giờ nuôi được móng tay cả ...,-1
per mày có bao giờ đi à :> tao cũng đéo,0
chụp rồi có mua giúp ông không ?,0
cái gì nó cũng phải thực tế,0
đang trong lớp mà ứa nước mắt,-1
lái tàu quá kém không dừng khẩn cấp . để va chạm thế mà vẫn cố tình chạy   khổ thân chiếc xe ôtô,-1
kha ́ thông minh :)))),1
nó mà có con khác rồi giận lại nó cho cút luôn lại bảo sao ngu :)),-1
a cứ đưa hết lương đây cho em :))) em sẽ cho anh tiền rửa bát,1
ám ảnh vãi :)) hồi bé tao với chị tao trên đường đi học về thấy có mấy con ngỗng   thấy hay ra nhìn thử dume xong nó dí tao với chị tao về gần nhà :))),-1
cắt tóc đi còn đen hơn,0
chụy hiền quá mòa ... sao chọc chị điên vậy ... đụ má tụi bây ..,-1
mẹ chưa hnao đi làm về sợ vãi như hôm nay 😑 chớp cứ nhằng nhằng 2 bên đường với trước mặt   kinh vãi,-1
thân hình của con người   nhưng đầu óc là con cặc   nên đéo biết nói gì thành phần này,-1
nghe được đó   ảnh hưởng tới môi trường là phải cấm,0
không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết,-1
cô ấy bảo : đời như lol 🙂,-1
cảm ơn mày đã khai phá cho tao thêm một nét văn hoá đẹp :)),1
best gái ngành hôm nay đắt hàng,1
đã gặp được em đúng lúc . nhưng lại không phải thời điểm em muốn ....,-1
thằng khốn nạn,-1
cám ơn mấy chế nhiều nhiều nhé 😗,1
ăn ở như nào mà tới bị con ngáo nó lùa ? =))))),-1
chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà   đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕,-1
per nhớ quá trời nhớ luôn nè,0
per hãy cứ vững tâm tập điều độ rồi sẽ có thôi,1
nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta,-1
hỏng cả một thế hệ 😔,-1
1 nỗ lực lớn thay đổi valentine ... sang năm tao mắc võng .,0
thôi chết haha ...,1
per tìm ông bán xoài này ngay cho em 😂😂😂,1
cưng quá,1
em nó phượt theo gái cả đêm,0
đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :),-1
nhìn ghiền 😘,1
đi đường ghét nhất bọn loi choi kiểu này . gặp ngay bác vô lăng cứng tỳ cho phát thế là nhớ đời thằng loi choi .,-1
tuổi thơ tao gặp toàn trai bánh bều   mít ướt . toàn là tao galang   dỗ dành . ôi cái cuộc đời này per,-1
mấy thanh niên đi xong về có yêu nhau không nhỉ ?,0
nhớ lần nấu cơm thần thánh này không ? per chỉ là mải nghịch nước thôi mà …,1
mình sống không đủ tốt hay sao mà vẫn chưa gặp được anh người yêu tốt như này,-1
đúng là càng ngày càng chán . cứ theo luật mà làm thì chán cực kỳ luôn,-1
5 năm thì có vẻ hơi sớm 🤣  tao chỉ ước sau này có người thích được phiêu du như gia đình người ta thôi 😌,0
liệu có bền lâu,0
tại vì anh trót nói lời thương em mà em không đáp lại,-1
thì đúng là sẽ không buồn vì thất tình nữa :((,-1
per ở quê ve sầu kêu chưa chúng mày,0
một sinh vật xinh đẹp và hiền lành . tiếc cho nó quá,-1
đi học về thấy bán hoa đây đường mà cảm thấy tội cho bọn có gấu ... lại tốn tiền,-1
súc vật dume,-1
per thử cảm giác mạnh,0
chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .,-1
cụ bà đẹp lão quá cậu,1
per có quẹo vào không em,0
sao nó tìm được nhỉ 🤔,1
đúng mất vài giay để nói lời yêu thương   nhưng phải mất cả đời mới chứng minh được   cháu rất ngưỡng mộ ông bà !,1
nó mà nhập viện thì xong đời tao . n 😂😂,1
xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe,-1
cái cây gia công sản xuất kém chất lượng quá :)),-1
per chỉ một lần thôi 😂,0
nhanh lẹ hiệu quả cao 😂😂,1
đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?,0
per huhu nhất là mấy bài không cho chất thử á :(,-1
trai xinh gái đẹp thời đó   nhìn cái xe là biết giáo dục có điều kiện rồi,0
mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia   là khát vọng về cà phê vn nữa ...,-1
1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy   tôi tát cho không trượt phát nào,-1
đến gần đoạn cuối tao tắt âm xong vào xem bình luận rồi mới tua xem lại để minvolum . iq + vô cực chuẩn mẹ rồi,1
thanh niên này cục súc vãi,-1
thấy gớm,-1
dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !!!,-1
ăn cút mẹ mày ra chỗ khác ăn nhé .,-1
sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à,1
nhìn hình chế là tao vui lắm :)),1
cái mặt thấy ghét,-1
per bao giờ mày mới được nv nhỉ,0
em xin lỗi anh,-1
con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp   để nó ra ngoài thì chỉ có người nông dân thiệt thôi,-1
thú vui đặc biệt vãi :v .,1
tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<,-1
t ghét cả họ nhà nó 🙂,-1
huhu nó bị điên à ?,0
phải công nhận nước ngoài cái gì cũng to :),0
sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢,-1
một lũ óc không bằng chó .,-1
5 năm nữa tao phải đẻ được 3 đứa 😂😂😂,1
per lật kèo luôn à ??,1
thanh niên quá cứng,0
lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy,-1
chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((,-1
có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak,-1
phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .,-1
mùa hè không nóng đây rồi,1
lũ này chặt tay bọn nó cho khỏi trộm cắp 😠,-1
bắt trước chuyện tềnh trong thang máy cơ mà cái này kết có hậu :),0
vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !,-1
má nó thú dị thôi rồi 😂😂😂,1
crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn,-1
mấy đứa bị bón thích cái này,0
thằng lol nào trong miệng thế,-1
per đau hơn chia tay người yêu nữa,-1
tôi đã đúng khi đọc bình luận thay vì đọc bài :),1
hóng kỉ lục để lông mũi dài tới bụng :)),0
đánh rơi liêm sỉ trong 1 nốt nhạc,-1
chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),-1
nước ngoài cái gì cũng to kể cả sinh vật,1
ôi tao đã tìm được người cùng hành tinh ?,1
câu nói quá chuẩn và ý nghĩa 👍,1
cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,1
từ cái thời mới bắt về bé tí . suốt ngày bị lũ gà mái bắt nạt run rẩy trong góc . mình thấy tội nghiệp nên săn sóc từng tí 1   lại bảo kê cho nó khỏi lũ gà . thế mà dume lúc lớn lúc đéo nào cũng kêu như giết heo   đuổi đánh lũ gà chạy tán loạn   đè chết cả mấy con gà . đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi . vừa dí vừa mổ   hồi đấy nuôi ngỗng mơ cũg thấy ác mộng bị nó đuổi mổ . tóm lại vừa vô ơn vừa đéo dễ thương tí nào cả,-1
lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .,-1
cỡ nào anh cũng có thể chịu đựng được vì anh yêu em,1
người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy,1
những việc này   mang lên đây chả giải quyết được gì cả .,-1
đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa,-1
1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :)),1
của thằng kia mà,0
"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :(",-1
bảo thẳng luôn dân việt nam nghèo còn bày đặt . không biết quý đồ ăn là gì . nói thì lại tự ái quay ra đôi co .,-1
douma đứng trong nhà cũng không yên cái thân,-1
hổng gặp cái buồn luôn ><,-1
thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .,-1
tao nhớ không nhầm hôm nay nó đến tháng vậy là sẽ không bị đâu nhỉ,1
năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍,0
per em ơi   tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này,-1
nhìn hói mà thấy thương gê ??,-1
ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂,0
per nhất định chị em mê tín mình p đi xem phim này rồi,1
đoạn phim này tốn khá nhiều nước mắt của người xem,-1
t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá,1
liệu nó có bay nổi hay không ?.,0
mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??,-1
t mong nó té quá chời :v,1
dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong,-1
thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii,0
khi bạn bất cần vãi đời ... làm việc xấu mà cảm thấy thanh thản vãi 😁,1
tao kìm nén lâu qá rồi mà 😌😌 tức nước vỡ bờ thôi,-1
tự nhiên nhớ đến hồi bé   đi kiểu nào cũng bị ngỗng rượt chạy té sấp mặt luôn   nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh,-1
mày cút,-1
phim này rất hay .,1
đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn :((,-1
may quá tao không xài huawei kkk,1
ông này có võ thiệt 😁😁,1
yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi   về nhà cũng phải ráng tạt qua,1
ai mà chả sợ rắn chơi ngu như chó vợ nhỉ per,-1
sớm chút nữa có lẽ đã khác rồi đúng không ?,0
đúng là nhân tài luôn ở khắp mọi nơi kkkk,1
bà của tôi đã không còn khi tôi còn chưa biết gg là gì,-1
công trình 850 năm tuổi   xây dựng 100 năm mới hoàn thành chỉ còn là đống cháy sắt vụn .,-1
tao thấy có 1 thằng dân trí thấp trong đám bình luận này rồi đấy,-1
bỏ thế lồn nào được :(,-1
đây là đồ của per ??? hỏi nua không,0
per trông em bé yêu vãi :)),1
khó có thể giải thích,0
dù có nói thích mày thì cũng đừng có tin .. xã hội giờ nguy hiểm lắm,-1
chắc sổ đỏ có cả vỉa hè và đường :)),0
ơ . t chỉ quan tâm sao mày lại mặc quần màu hường hình cô gái thôi ??,0
sang năm nữa vác giường ra mà nhìn,0
câu chuyện lấy đi nước mắt của tao,-1
ko ngon thế đâu   không khéo nó lại ỉa cứt toe toét vào mặt í :))),-1
chờ mãi mà không thấy   cứ thấy trống vắng vãi :((,-1
t thấy nó cười hoài mà không bao giờ nó cười với tao cả :((,-1
per tôn lợp nhà mà đẹo zai thế đấy   lại toàn 6 múi nữa chứ ...,1
thời thanh xuân tôi từng yêu quý nét hiền thục của chị hiền mai . và đúng như cái tên hiền mai của chị   tên và tâm tính đều đẹp   hiếu thảo khó ai bằng . em xin chúc bác có thêm nhiều sức khoẻ để chị có được nhg tháng ngày hạnh phúc   ấm áp bên mẹ ạ .,1
cái này gọi là ấu trĩ phải không,-1
phải tao tao vứt luôn xe ??,-1
tưởng mai đi họp phụ huynh mới bị u ám . ai ngờ hôm nay mới biết điểm anh 9 . 5 thôi đã u ám rồi :),-1
ui đáng yêu gheê,1
sắp được cống hiến cho tổ quốc rồi . vui quá ...,1
cạn lời   mình ngủ để khỏi nhìn 😊😊😊,-1
loài dê phải gọi ông này bằng cụ,0
cho em hỏi phim ra tập mới vào những hôm nào ạ,0
đkm mấy thằng mặt cặc ! gặp bà thì bà lại đá cho thọt con mẹ nó dái lên cổ xem chúng mày có cười mà khoe chiến tích được không . đm lũ chó chết không riềng 😡😡,-1
nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về,-1
mạnh vỗ tay 👏,1
thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖,0
2 thế kỷ mới xây được vậy mà chỉ trong 63 phút tiêu tan hết :(,-1
đọc xong tao muốn khóc luôn,-1
thương vlll,1
xốp dọn không sạch nổi   quản lý người ta lại nói nv làm vệ sinh bẩn không kĩ lưỡng này nọ rồi lại trừ tác phong   các bạn ý thức chút,-1
não bọn này nhiều nếp nhăn đấy,1
tăng sáng lên nhìn cho rõ mặt chứ,0
gặp chị này ngoài đời rồi   giọng nhẹ mà hiền lắm nuôn ❤,1
vailon :)) học sinh cơ   dume nó,-1
nta vẩy tay mấy cái cũng ra tranh còn tao thì 😪,-1
cẩn thận các góc cửa,0
bình luận gì ông này diễn trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp,-1
tại như vầy nên bố tao không cho đi cùng . cụ bảo có năm còn lăn cả xuống ruộng   trèo lên mái nhà của người ta để đi ??,-1
:))) mặt ngáo vậy mà còn lạ lẫm gì,0
lừa đảo số tiền lớn như vậy thì khởi tối cả lũ chúng nó chứ,-1
nhưng tối qua nhà tao có mưa đâu,0
tới lúc chia tay rồi khóc :(,-1
chọn thằng nào có tương lai hơn . tức có bố mẹ giàu hơn,0
dm ông cầm cam cho cẩn thận vào tôi cũng muốn ngã mẹ nó rồi này,-1
tuổi trẻ tài cao =))),1
per giờ thằng gù nhà thờ chạy đi đâu đây :(,-1
nồi cơm điện chứ gì .,0
những người em thích đều đi nơi đâu rồi còn con ml bên cạnh song hành,-1
cái này giả thui nhé . 1 tài liệu mật của nasa mà cái kênh cùi này có được à 😂,-1
ghét nhất kiểu tôi quen ông này quen bà kia . nhìu cha có cái nón bảo hiểm không đòi được bị bắt cái gọi điện thoại nhờ người quen . có bạn kiểu đó phiền quá,-1
giết chết lũ khốn và cái ô che cho chúng .,-1
công ăn việc làm còn chưa ổn định   bố mẹ già còn chưa lo được thì kết hôn để làm gì 😪,-1
nên cho người xử sai ngồi tù như người ta xem sao ....,-1
tận cùng của tan vỡ,-1
người yêu có thể có nhiều nhưng mạng sống chỉ có 1 chế nhể ?,0
nhà tao bên cạnh phòng tập gym   lúc trước bán dụng cụ thể thao ế vãi ra   nợ nần chồng chất ! từ ngày chuyển sang làm đại lý dầu ăn   gia đình tao phất lên trông thấy !😂😂,1
per đúng rồi mình đây =)),1
sao đúng bài mày kết vậy 🙁🙁🙁,0
tình yêu con nít cọ đít vào nhau ....,-1
thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án,-1
tao còn độc thân này :((,-1
ngộ không phiên bản lỗi 😆😆,-1
per mới bắt đầu tuần thánh mà chúa ơii,-1
buồn vương mi !!!,-1
đăng khoa lê lò dầu của mẹ nè anh 😘😘😘,1
đm chưa thấy thằng nào ngu như thằng này :))) bị ngáo cần :)),-1
nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết,-1
không biết crush có thích uống nước mắm không để còn tặng nàng chai nam ngư 900ml :)),1
văn minh quá   đường trong sổ đỏ người ta mà !,-1
lại nhuộm vàng súng ống rồi,0
xuống đi nó không cắn đâu,0
gia đình có nhưng tình yêu không thì sao,-1
chúng mày giờ mới biết điều này ah ? =)))),1
t cũn gặp 1 ca như vậy mà chúng nó còn chơi chét bánh kem cơ . bước vào nhìn cái phòng mà muốn quăng chổi vào mặt tụi nó,-1
tí tuổi đã hói   chắc kiếp trước ăn ở không ra gì đây,-1
thì con đỉ mẹ mày ghi nhanh vào .,-1
miễn sao có tiền ăn bánh trung thu   mua lồng đèn   đi du lịch =)))),1
vẫn ế bền vững,-1
per hẳn là hôm đi chợ bông chắc sẽ có nhìu đứa gét . 🤣🤣🤣,-1
thích thật,1
xong bỗng nhiên một ngày mất hút không để lại 1 hạt bụi,-1
tê tê phê phê sung sướng vãi 😌,1
bạn này sau này sẽ khó bước qua cái bóng của vai diễn này 🙂,0
bác nói v thì tôi cũng xin thua   có tranh luận cũng không như không,0
lại được làm thêm quả nhà nữa . ngon,1
tuổi thơ tao dùng n để nướng thằn lằn 😂😂,1
lead mới vô nghề còn non thì tuổi lol gì chống lại lead lâu năm,-1
sợ nhất con quỷ này trên đời,-1
con cái nhà ai mà bố mẹ chăm cho đẫy đà ngon ngọt thế,0
per nè chị,0
đang bo cuối mà lạ có vị trí đẹp thì đúng là tuyệt vời :))),1
cái này là cái gì thế .,0
loz chúng nó là 1 đội . chứ dám chêu người lạ . dm bố mày sút không trượt phát lào,-1
đã từng nhưng 10 năm về trước cơ   buồn ghê,-1
chỉ có trong truyền thuyết . mà khái niệm truyền thuyết trong ngữ văn lớp 6 là không có thật,0
nói mẹ ngoài đời,-1
ở đâu cũng có người tốt nè anh kkkk,1
buồn cho 1 đất nước .,-1
nghĩ mà buồn vãi =)),-1
hello đồng nghiệp ;)))) không biết nghiệp gì thôi haha,1
tuyệt với   ước mơ hồi nhỏ của tôi đã được cậu bé này thực hiện,1
sao mà mặt boss có thể gian đến thế nhỉ,1
giận con mẹ mày nữa chứ giận :),-1
âu kề ... anh per đã béo từ khi lấy vợ và giống như tất cả các chàng troai khác :))),0
chơi ngu lỡ người ta té chấn thương đập đầu rồi ai nuôi 😐😐😐 ở vn nó xúm lại đánh hội đồng ôm đầu mà khóc 😅😅😅,0
kinh dị,-1
"cũng được nhưng cuối video nhai nhỏ tiếng hơn thì tốt . :""(",-1
"kết nó ở cái câu "" đất nước gia lai là một đất nước giàu tài nguyên   có anh per ""😑",1
per tao không gửi cho mọi người . tao chỉ đăng lên facebook cho thiên hạ biết thôi :))),1
thành công là cách trả thù xã hội ngọt ngào nhất . đừng vì họ nói mà yếu lòng,0
bởi nói để trung nguyên cho bà thảo thì chắc chắn 100 % với cái bộ óc sáng tạo cùng với sự lãnh đạo tài giỏi và lòng tham hơn người và trí tuệ ngắn hạn sẽ dẫn dắt trung nguyên xuống con mẹ nó giếng luôn .,-1
mày khá là may mắn khi không học tiếng huế đấy =)),1
per đi làm công tình yêu cẩn thận ăn uống nhé,0
có những người đi qua đời bao nhiêu như 1 cơn gió vậy . vô tình nhìn lại . nó lại là quá khứ ...!,-1
ngày cuối cùng còn ở lại   bản thân không có bất cứ một cảm xúc gì   trong lòng chỉ độc một mảnh phẳng lặng .,-1
��🙄🙄🙄 tao cũng thích kiểu kể chuyện trước khi đi ngủ . cho đến khi tao ngủ luôn . mà đéo có ai hết . buồn đời,-1
lúc tối mày cũng nằm mơ nèo nhà mày về . ước gì nó là sự thật 😢,-1
nó lại hợp lí vãi :v,1
nuôi kiểu gì mà lắm ve thế kia ?,-1
per bởi   đéo dám tán ai hay tỏ tình,-1
coi rồi vẫn muốn coi lại 😚😘,0
sao chưa thấy ai tới cứu nhỉ . lỡ xảy ra gì mất điện toàn tỉnh sao .,0
bình phước vẫn là cây chủ lực .,0
má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨😨😨,-1
nhớ gia đình nhỏ nhiều lắm … mà không được về thăm,-1
"có bài hát "" cuộc đời vẫn đẹp sao   tình yêu vẫn đẹp sao """,1
per ghét cái kiểu rõ ràng là chuyện của riêng 2 người vậy mà …,-1
nhưng kp cười với mày đâu :) ảo tưởng vãi,-1
một câu chuyện bi đát :((,-1
sao ý thức kém thế bao nhiêu tâm sức của bao người mà bỏ phí như thế,-1
còn gì hơn lòng dạ đàn bà ... cũng may tao là một con đàn ông :)),1
ngu thì chịu,-1
tao cũng ho trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,-1
chỉ cần sống thật với cảm xúc .. với chính con người bạn là hạnh phúc nhất,1
tao giận bạn trai tao và 5 ngày rồi nó đéo dỗ tao luôn hix,-1
mày lấy sỏi xếp thành tên dume khôn như tao này .,1
chuyện tình huyền thoại của per với per :(,-1
per nghe rồi ngủ đi em,0
may là tao dán kính cường lực,1
khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ? ,-1
buồn cười vãi ý,1
per thế thì nhà nào bầy hàng họ ra vỉa hè thì mình được đuổi đúng không cụ =))),0
đm thế giới này toàn nói thật thì công nhận nhạt nhẽo vãi,-1
ngày bé tao bị nó dí thế là tao cho nó 1 gậy 🙂 hôm đó tao được ăn thịt ngỗng,1
mất đi một di sản   chứng tích của lịch sử 😓,-1
ác quá trời ơi,-1
thời xưa yêu nhau đến chết vẫn yêu ... thời nay yêu không biết chết lúc nào 🤣 cuộc sống nay đáng sợ lắm 🤪,-1
thất vọng và áp lực tích tụ hằng ngày với tao,-1
cầu mưa ... mà sao không mưa nhỉ,0
bẩn tính vãi nồi,-1
a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ . phục vụ xog lại phải dọn nữa,0
per mày cũng cắt tóc giống thế đi cho đẹp =)))),1
ý tưởng hay,1
lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc nhiên và hạnh phúc nhìn sâu lắng   video ngắn nhưng cho người xem si nghỉ mải,1
per ồ ồ chân chính chạnh lòng rồi 😂,1
